"","merged_dataP[, 1]"
"RER1",8.00044632201819
"UBE2B",6.69375716753311
"POLR2A",4.27120469080921
"G3BP2",7.85282241803413
"PDHA1",8.39293367072388
"EFR3B",3.90060001732153
"GCNT3",4.08991693608727
"NAA50",7.0456148295114
"LARP4",7.2350482142479
"CAPN11",3.03367352564503
"TLX2",3.45732983332072
"GAST",4.17541656225924
"SOAT2",3.5973785667675
"GUF1",6.06209381393407
"SAE1",7.46134827412111
"GFRA3",3.10087967082313
"ARFGAP3",8.08158891787418
"SLC39A9",10.1419673259468
"MRPS12",5.89725043387146
"RNF2",4.14083858012228
"ADCY3",4.74701550553924
"UBE2W",4.24319275012005
"CCDC28B",4.10745128405046
"SLC25A13",5.73999188089599
"ZNF471",4.444785444427
"HOXC8",4.48551015652772
"SRRM1",8.77826926491055
"PLSCR1",7.66544743511152
"CHRNA4",3.1151538297617
"GSDMB",3.68788429310023
"PKD2L2",3.52612222154645
"KIF16B",5.41273958744198
"IGFBP7",9.6159765579648
"TCEB3",7.70725640416546
"SEMA3F",4.12740182905765
"HLA-DPA1",5.26341552257046
"TDG",8.07228736758607
"USP5",4.61774893223755
"STAM",5.87440941572678
"PDIA6",8.26713506183466
"DERL1",8.172386866663
"TRIO",3.41870976457436
"ADPGK",8.11770565001892
"TUBA1C",10.8423478592245
"SCN8A",3.39957633596711
"HABP4",7.02531794754322
"GABARAPL1",7.63846755367907
"AP5M1",6.37724736360515
"SPTLC1",8.04644886413735
"TMEM14B",7.50511616484336
"INSIG1",7.69220103696052
"PKIG",7.57894559202899
"FARP2",5.71634117420168
"CYBA",6.31377753697543
"DOCK2",4.04638335878253
"SLC7A1",4.10949086739783
"BECN1",7.00307814262722
"EPAS1",8.421356728132
"TEC",3.60672105363242
"RHBDF1",4.48232118186945
"DNAJB6 /// TMEM135",7.91385126628596
"EFR3A",7.72768030892236
"ZNF652",7.36642891301205
"TSC2",5.02295710628702
"RAB28",7.08841093382793
"VAMP1",3.87906856291556
"GK",7.87434401026311
"ZBTB17",4.81926930306161
"PDLIM5",7.65181399920059
"CREBBP",5.0614716371667
"OR7E37P",7.53436104678371
"BRWD1",6.57799578240544
"MLH3",5.54819620470409
"TRIM34 /// TRIM6-TRIM34",6.18031100155873
"PVR",5.73601325014157
"TAF11",6.80555844945422
"ZNF302",5.43903490788712
"MTCH2",9.34284886816418
"YWHAE",9.07071652301401
"SNORA5B /// TBRG4",5.2393503721903
"SGCB",6.73773985034445
"GLUD1",9.3300845896212
"MPV17",7.07908178811558
"SLC25A16",5.18109405289629
"DST",8.08222776609301
"SF3B5",8.79420620046224
"ASF1A",6.6139938008006
"TNK1",4.80473432035224
"LYPLA2",6.42505154803617
"DCAF17",5.16907538537826
"SAMHD1",4.22870000226337
"SREK1",5.95142994112354
"WFDC8",3.89962338431536
"MITF",7.61671489145183
"NPC1",3.86937282523968
"TMEM123",7.51795680700799
"SLC35A3",5.5733231196038
"SSX2 /// SSX2B",3.53799152712372
"GM2A",4.2522534565256
"POLR2J /// POLR2J2 /// POLR2J3 /// POLR2J4 /// UPK3BL",8.58461476468575
"CEP192",5.81942619707532
"VTI1B",7.20287344898378
"IFIH1",3.73901757803184
"RNF114",7.95808163995715
"NEURL1",4.79028581991156
"HDGFRP3",7.14869651385075
"ALG8",6.85534287136498
"DBNDD2 /// SYS1 /// SYS1-DBNDD2",6.17635648606942
"FBXO3",6.46599492501731
"KLRG1",4.81754643387105
"TCF12",7.22501945657907
"SFN",5.24738499742733
"TFEC",6.08330047302693
"REPIN1",4.22979747659751
"ZNF710",4.94600853823628
"AAK1",7.76900212482591
"LDLRAD4",4.31286148261128
"C7orf63",6.09177086658758
"MARCKS",5.03226209026605
"OGFOD3",5.00418646195212
"DGCR14 /// TSSK2",4.73814401189092
"UBE2S",4.44084260459188
"IMPAD1",7.76632540217063
"PGPEP1",7.59321230421578
"PRSS12",2.59843347712105
"CYB561",7.25715906497381
"APRT",7.94068976459175
"IREB2",7.42000697261084
"SMARCC1",6.0140337782927
"THYN1",7.62495892032088
"PDCD1",3.76509846181561
"TM2D3",8.86990083974474
"CABIN1",6.26482921600821
"SLC4A5",3.26864873249402
"YTHDF3",6.74983776782538
"VCL",8.69751806781056
"CD302 /// LY75 /// LY75-CD302",8.01869064110181
"ETFA",9.10744890174563
"FAM206A",6.20297766065067
"DHX8",4.85393518061572
"PRIM2 /// PRIM2B",3.53776165959831
"CHGA",3.16956678666327
"SPINT2",8.45958137202265
"ACTA2",8.88680520095087
"LAMTOR3",6.64100914713051
"TIAL1",4.25947538581651
"MOCS1",5.86654269017166
"CACYBP",6.73338578052203
"ATAD2B",3.18695735576296
"KIAA1109",7.7056174399449
"LYRM4",6.94202690978638
"SNRNP27",7.82900977374876
"AC007967.3 /// RBMY2TP /// RBMY2TP",3.79514324830858
"SPHK2",6.24922849327663
"NAGK",6.91064457521598
"ADORA1",5.43919111381214
"FUBP3",6.88986778124286
"GRIK3",2.44655174656626
"ITPKB",5.58147970123991
"IDH3A",6.52226658946086
"CCNJ",3.39444179221459
"ATP6AP2",9.47418635542954
"CHUK",5.85919612386344
"MAP2K7",6.63501201930966
"RAB1A",9.72171977993172
"SUPT5H",6.66373281059399
"TIPRL",6.14271423615677
"PREPL",7.21512440644073
"YBX2",4.46410717477538
"RAB6A /// RAB6C /// WTH3DI",9.70823605018571
"ZNF259P1 /// ZPR1",5.39159997195287
"TSPAN12",7.27091318648557
"GAPVD1",7.15784006484391
"RHOA",10.2511838788603
"STAM2",7.49337412431917
"PTPN1",4.14578907231582
"MCF2L",5.94317042240528
"ZC3H14",7.59489325398828
"LMF1",4.31379551145407
"HLA-DQA1 /// HLA-DQA2 /// LOC100509457",8.11994588146497
"LSM2",6.26423388415577
"UBE2D2",8.01397492761472
"MAPK9",6.61177977812441
"KLHDC10",7.95686210730794
"PSMA1",8.7516151893305
"MBP",5.05410257348125
"GJA9 /// GJA9-MYCBP /// MYCBP",3.44168008471844
"ALG6",5.61329811617725
"TMEM161A",4.53688352426183
"RP11-457I16.2",4.0133563704314
"BRF1",4.1089992526773
"PDCD4-AS1",5.13594107742407
"CAPG",7.75035282001152
"MARCH1",3.79798343897018
"RBM48",3.78229792730149
"ZDHHC18",4.15755189968658
"GUK1",6.44254498741398
"STXBP1",5.77613543876383
"ETV1",4.10013066632589
"METTL1",5.47548991895943
"COL4A1",9.00041484844417
"SLC8A1",6.86421998496595
"TRMT112",9.9891230109636
"TSPYL1",8.35826043045745
"CTNNBIP1",4.90618503237552
"TBL1X",6.28296278046037
"OCLN",7.05627526410581
"TSN",7.63930708504379
"RNASE2",4.24116558504327
"SNAI1",3.4497122966996
"CTNNAP1",3.19148400702431
"ERBB4",8.1315703912762
"MPZ",4.84933451782206
"TSG101",8.8933374012343
"HIGD1A",7.80362556600678
"CCDC6",8.06637510949517
"PRPF4B",7.25671479312201
"VPS45",4.36282678331134
"MRPL19",6.75918973333812
"GP1BA",4.17457308541139
"MAPRE1",9.55980725325976
"CTAGE11P",3.20340067647875
"PRM2",2.97653286673808
"TRA2A",5.06280396206241
"STYXL1",6.85936771933225
"UQCRC1",8.09668857677419
"SEPW1",8.83131783198549
"KDM8",4.38003527431466
"B3GNT1",6.77090021910898
"ACOT7",7.16080031424552
"TMBIM6",11.9781720962486
"YME1L1",5.48070576114939
"SAP18",8.84013435931521
"MPC1",9.49668803981287
"RRP12",4.91528420644934
"POLR3D",5.02618589042079
"MAPKAP1",6.28835572345143
"MOB3B",4.8068648627089
"DHRS4 /// DHRS4L2",7.3547219381264
"RNFT2",3.4515241283128
"HRK",3.05810902009525
"SLIT2",7.24724373600303
"LRRC14",4.99590353865801
"ALG13",5.55748451016656
"RNF7",7.65711959214065
"CLIP4",5.10325508732885
"ACRV1",3.16522013706788
"RAB3GAP1",8.42996436631082
"AKT2",7.00435758393033
"SLC25A4",8.40172638586171
"GPR25",3.58634053824886
"CLTC",9.10602014105408
"SMCO4",7.03125816286113
"SEC62",8.45494484727804
"ICAM1",5.34621433144175
"BRAP",7.32842593934598
"NAP1L4",6.82272173693386
"SLC25A36",6.91536905944695
"BBX",6.70550534378398
"SNN",6.78224697692387
"LSM5",6.12904742788474
"FKBP11",5.55744958964146
"SDF4",5.82992145340944
"BAZ1B",4.49371848710582
"CSPG5",3.45670857754223
"VIPAS39",5.42506108375474
"RHOQ",7.65398350575472
"UBE2L3",8.36024623934538
"NECAP2",6.95362810507568
"TMEM147",8.10444446060389
"GLP1R",3.99730250979536
"DDX17",11.6429020731599
"CCDC28A",8.08305452238009
"RALGPS2",5.74109080229619
"FGFR2",6.76391443256316
"ZSCAN5A",3.46374877256834
"HNRNPDL",8.54965089783592
"NLRP1",3.94403235515227
"PSMA3",7.38715282460133
"RAD52",7.22244296767279
"LRP8",3.29755752400209
"CARD8",5.87733659930416
"VPRBP",4.13905759542327
"TRPV2",4.84556984382284
"MEGF6",4.22212033709172
"PP13",3.64897074015519
"RHOT1",6.87791631191924
"HMGA1",4.68586049860464
"LOC100294145",4.46094263576724
"NONO",9.93742733320816
"NCBP2",9.04208321088599
"CROCC",4.20638069253578
"PPP2R2D",6.12974386470261
"RUSC2",5.14994542106973
"TMEM80",6.65804389150055
"PPP1R7",6.00866125039778
"STEAP3",3.62802281684424
"RAP1A",7.26433496757991
"UQCRC2",9.19453389288746
"SGMS1",5.37605024186635
"VENTX",4.1028871229309
"SHOC2",8.06864714772456
"RAB4A /// SPHAR",7.49968753608808
"SUCLG1",10.5574838892439
"CACNA2D2",4.76465940071153
"CLUH",6.27678236081351
"RAP2C",7.0011877036503
"GCOM1 /// POLR2M",7.11855208613678
"CIZ1",5.06899175189891
"SBF1",4.10454400126068
"REXO4",5.1908890099072
"RAC1",10.1432688123779
"PDX1",3.04617159304891
"MAPK8",7.25726797262759
"MRPL18",8.13254038367907
"CALHM2",4.51970241401435
"NDUFB5",9.50844794317131
"TWF1",6.34236714767325
"DEGS1",8.30460290040535
"MOBP",2.74091266343206
"CORO7",4.2974894863536
"SLC17A9",3.87164220593239
"SLC30A1",6.18137242513261
"MDM2",3.94027183402902
"RALBP1",8.82975876846269
"CENPU",4.56134574185811
"NIP7",5.80470419579714
"WSB2",7.91989860559785
"UBL3",7.13079101604559
"P2RY14",6.83233526438519
"HABP2",5.29846774968221
"LPAR1",3.91416675543599
"DHFR",6.81640527328532
"YWHAQ",9.12646863462662
"ESD",9.21793272648936
"SEC14L3",3.06812185179811
"ATP1B2",4.96906173763044
"KDM2A",8.45684405965481
"GGA1",4.59198808520919
"NUP54",3.93080989683633
"KCTD20",6.59945423261007
"NUDT3",7.46480525772015
"ARIH1",7.62890139923779
"TMEM9B",9.86838960983519
"MAG",3.31782499233905
"CABP1",4.10163737356908
"EIF1",8.70015463645869
"INSR",8.055203566066
"PRKAG1",7.71422835277824
"SLC39A8",4.99679279749802
"CTDP1",5.49912467635199
"RAB5A",7.44436568781787
"LY6G6D /// LY6G6F",3.77158373611139
"LATS1",3.71080610587862
"PARL",7.79287108914705
"LANCL1",7.70807920538922
"ZNF587B",6.83931808822349
"TCTA",7.28102257565751
"SCNN1B",5.14416438320429
"FRMD4B",3.21400800848939
"UBE3A",7.51893745963691
"EIF4A1 /// LOC101928634 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10",9.33257007090192
"TIE1",3.29729090479402
"IGSF1",3.11637208676832
"KIAA0368",6.79631344889783
"RPL18",8.09411742992411
"EIF2B4",6.91064861564965
"CAAP1",7.09259610332015
"PSMC4",9.07979248648021
"PEX11A",5.48062799021918
"PLAC8",6.34886090793362
"ATXN3",5.72421213210042
"ZNF613",2.85120476310429
"MYLPF",4.30074538374221
"NUDT3 /// RPS10-NUDT3",6.49425665568727
"IRS1",6.47870615255747
"CRH",3.88234513109124
"SCNM1 /// TNFAIP8L2-SCNM1",7.89252464860212
"CKAP2",4.32157233677615
"RNF115",8.08407461745602
"RPUSD2",4.20840901135001
"CYP4A11 /// CYP4A22",6.54594282650636
"IER3IP1",7.53963959358005
"CHAF1A",4.80629601663947
"TP53BP1",4.31867378898389
"ZMYM3",6.2147697238307
"GNG10",9.48169191652244
"C15orf49",3.20100236417106
"CALML4",7.11876430059059
"TFE3",5.21381939281809
"HRASLS",2.81266055736327
"ID4",7.63206873112417
"PNRC2",9.19593635554898
"AK022030 /// TROVE2",6.78451777741232
"C2orf43",4.85133475262328
"EIF4E2",7.15365257531297
"TMEM30A",8.59000140191537
"RDH11",8.13943599475904
"OSBP",9.80269888279929
"S100A6",10.6050152920449
"SPATA5L1",7.15791475808669
"ZNF207",4.61443155354199
"EPHX1",7.08805363394559
"MIEF1",5.36108662428065
"SULT1C2",7.48674705949995
"ARL6IP5",9.36007092053664
"CDR2L",5.3262879464709
"GLTP",8.52013055961237
"ZDHHC24",5.38458714145782
"AGPS",6.94172165023355
"LARP4B",8.22546041918113
"BIRC3",4.45997292427427
"LOC101930150 /// NF1",3.53675595497889
"ATG7",6.05245534786634
"GOLT1B",5.95644726560646
"PLXNA2",4.31656552991483
"HLA-DRA",9.38118411575535
"MAGEB4",2.92517185744027
"SDHB",7.39670345432712
"CD1A",2.89719093961093
"ZNF277",6.30788569112886
"SMEK2",7.43228770327941
"SEC24D",2.89518548376683
"VPS35",8.9019404027025
"EPHA1",3.68871728254646
"DDX54",5.75075200722988
"DYNC1I2",7.53247347644022
"LPAR2",5.29821166467899
"ATRX",8.61912389085344
"USP33",8.09355764076657
"M6PR",6.99041158697384
"CALM1 /// CALM2 /// CALM3",10.7353674554551
"ANKH",5.53462505147742
"CD40",4.09605269448993
"SPG21",8.28376739342398
"HSPB8",4.55144004356708
"AVPR1A",5.47220039004408
"DNAJC24",5.32780340985007
"NEK11",4.54467371178015
"TMPRSS5",3.65544635547537
"DCLK2",4.03198874903834
"SPCS1",10.0821139036794
"TEP1",3.79706948388135
"PSMB6",8.57948179929702
"UBE2E1",7.9365139764557
"NXF3",4.6520339803017
"CHCHD7",7.13472425351694
"LRCH4",5.51906807893534
"WWTR1",6.88811072412927
"RAD1",5.99822349666054
"GDI2",10.3664490827817
"PTPN22",4.9345448935623
"NUP155",5.10412192654873
"KLF11",7.47119326678043
"ALDOAP2",3.91783065443214
"MDM1",5.0530841766611
"UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9",8.78883148315876
"SNAP23",6.64912908507618
"SCAPER",4.5778673484927
"MDK",4.57795052285837
"NOTCH1",5.03982216900426
"BMP2K",4.03095265394264
"SRP72",6.42024874065059
"RNF187",5.68768949505811
"AMMECR1",7.03885680768172
"HEXIM1",6.52025283950977
"DCTN2",7.55052325852048
"TTLL4",4.35039706543266
"CCDC109B",5.1355149124583
"LRRC41",5.97587545987606
"HDC",3.4301689465247
"NSMAF",3.54859956411049
"FAM3A",6.72420920965359
"MRPS17",6.47704963725514
"FTL",13.4129593439416
"ATXN2L",4.82359452540634
"LSM4",8.87313371855973
"MFNG",6.44475908441869
"GPR153",5.56677109346931
"BTBD3",5.03076752859796
"PCMT1",8.44434505521108
"NDUFA6",7.57298566469708
"KLF9",5.36020909124906
"EID1",7.44634387095944
"ZNF10",5.00394306261527
"GPR173",3.302544430283
"SMIM8",5.69531409953114
"KIF2A",4.85450716937405
"RBMS1",8.11948289302493
"IGKC",3.90787030350632
"CC2D1A",4.36478741196989
"PSMD5",6.57375165275216
"PRICKLE4 /// TOMM6",9.26641985020411
"ATP2B1",6.75979323681543
"GDPD5",3.98354426584219
"MRPL23",6.69011927841507
"DCUN1D1",5.21040713169814
"SYNJ2BP /// SYNJ2BP-COX16",6.4965625034401
"ARFGEF2",6.56037708497037
"CIC",5.44761891106548
"PPFIA1",7.64062370457497
"RPLP0",9.8696257989288
"SMARCD1",5.21863652756604
"SNX6",8.29771176800998
"NDUFA2",8.38934973055641
"UBE2D3",10.0673540099612
"LOC101928916 /// NNMT",6.58346261551144
"HDHD1",7.22933055850563
"ENO1",9.33994692555909
"DNAH6",4.8302828231485
"TBL2",3.52394651103979
"EEA1",5.14258136157758
"NFIC",5.07946337382912
"ANXA2P2",8.39067121764138
"CINP",4.21732748615405
"CD99",9.96324333698055
"AMH /// MIR4321",3.8252143768766
"SSR4",9.93057369893162
"RRAGC",7.32749508496102
"SH3D21",4.8766126718202
"MZT2A /// MZT2B /// PHGDH",7.86096017734918
"ACSL6",2.5245937153257
"LTA",3.4907918324647
"PAK2",5.87809920303236
"SMAD2",7.66526179725343
"MAPK8IP3",3.88845217714195
"EPHB3",4.25892695958809
"WBP2",7.98705897819507
"H2AFY",8.23884402622622
"E2F3",7.4127973642862
"IPO5",6.81644541612252
"MEGF8",5.46126569442508
"SLC16A5",5.31932953380891
"ANAPC15",7.07125996218628
"TM6SF2",4.10571317135411
"FGF18",3.02781761852699
"EIF2S3",9.84901242470032
"APPL1",5.68033765945668
"SCFD1",7.39768161283281
"UNC50",8.08873587922955
"ATP13A3",7.00559584739584
"ARL15",6.35238351784046
"PTS",6.87758315981143
"OR1F1",2.91633207781804
"ADD3",7.60273487538488
"MAN2A1",7.7620447729821
"AZI2",5.5928315161929
"RSBN1",5.54342399697462
"PGF",7.03964110254019
"TTC17",6.58051350721595
"STX7",8.70071568943148
"CLEC2D",4.56752966607806
"LOC102724364 /// SEC22B",7.263349992766
"SIK1",4.09720683768035
"ZNF41",3.41523674070288
"DTX2 /// LOC102725292",4.32948003906699
"WRNIP1",6.14213172283566
"GLI1",3.46998274868276
"VPS26A",8.20145281498848
"NCOR2",7.61308249862003
"PAX7",3.13166931193191
"PRB1",5.41655866203437
"WNK1",8.29765994407525
"SYT5",3.5840964151386
"DGCR5",3.49284596916984
"YIPF4",5.30010212759284
"CDH6",4.52771751137111
"CENPJ",3.79272870028765
"HMG20B",6.36226573169282
"HMGN2",11.0397083594708
"RAC2",8.29917080824654
"FOXO3",7.79286423208269
"ACAP2",6.08183178060781
"SLC50A1",7.37420157037865
"HDAC6",7.16611838781736
"ADAMTS7",3.18338428917394
"TRIM14",4.63781769425949
"LETMD1",8.1602697296102
"WDR61",6.52289608793256
"GJB1",6.090416025008
"IGLV4-60 /// IGLV4-60",3.65158140496046
"LIPT1",6.70935546181829
"FGL2",9.19117119941854
"TGM2",3.37487420964899
"NDUFAF7",5.76474951224554
"TMEM251",6.67871249073891
"HIRIP3",4.77314800127653
"TCF7L2",7.12474781344136
"MAP3K8",3.80410810014442
"BOLA2 /// SMG1P2 /// SMG1P5",7.87478249719829
"PPM1A",8.21015487387447
"TMCO1",6.19754040175041
"REC8",3.88754091206861
"OXA1L",9.38325426976222
"SPIDR",3.85763820287871
"ATXN7L3B",8.83336484839082
"UFL1",6.69350049521289
"KRT10",7.1234882337574
"FH",8.10229898644123
"SYNGR2",8.00571871067823
"U2AF2",5.69032286098878
"MFGE8",5.69347092585334
"COMT",6.99524186003639
"SEMA4D",8.58131134583775
"GADD45B",4.46514313428181
"FGF21",3.51730179231173
"PGGT1B",5.55020325921445
"KIF24",2.97281167237662
"NPL",6.61488190775955
"HIPK3",8.29791229943572
"LRRC8D",7.39714853226603
"COA3",8.85691317773234
"NACAD",4.56711058110087
"PAPOLA",7.10621211684409
"SIGLEC8",2.95657269615293
"DNAJC13",8.52261118202111
"PANK3",6.47559295010729
"NDUFB6",8.43938620346922
"YBX1",7.43557935293398
"AIMP2",6.80707738017554
"C22orf31",3.82760070362443
"VGLL1",2.98108234528525
"NDUFB4",10.3053497703502
"ARHGDIA",7.69274189575525
"NIPA2",7.94204483034623
"YY1",7.08600850763574
"F8",5.67919040985154
"PDP1",7.37950338393013
"CLEC4M",3.03762003541835
"DLC1",6.31797432331132
"DYNLL1",10.1527708599322
"VCPKMT",4.43324444585358
"MED28",3.74105379530224
"OGG1",5.77622621764615
"MTAP",4.43713215277668
"RARB",4.64656974079619
"GINS3",5.00675311958249
"CAND1",5.70000214320015
"SEC23A",4.10239763413605
"COQ9",7.63328641832807
"PRKCA",6.87106973599859
"SLAMF1",4.00399377397307
"QTRTD1",3.6212469852843
"SLC24A1",3.56891289594104
"KLK12",3.62346395410231
"SFPQ",9.12574636936605
"WWC1",8.30378705097849
"COX11",5.49997149151167
"LPAR6",4.03082629458767
"ASXL1",6.90121317198043
"SRI",7.15230592262454
"ZBTB20",8.33140669703632
"BANF1",8.80342379785362
"KRAS",7.91945044543352
"DDAH1",8.7662120507929
"TBC1D29",3.63508211795205
"SEH1L",7.51120222504757
"WSCD2",2.89791729925481
"SSBP2",7.07070178746309
"MMP14",4.24845284542403
"DEPTOR",7.21053907937284
"KLHL28",5.97325030183824
"CRIPT",8.37693451698729
"MARCH3",4.17938100065486
"DIMT1",4.68880123145216
"SLC7A7",9.09377555828785
"ACTB /// ACTG1",11.6283418395197
"SYCE1L",3.26678493334228
"PLCE1",3.96028152533299
"COL11A2",4.24734620297712
"H3F3A /// H3F3AP4 /// H3F3B",12.2476021186808
"INTS9",5.51381292372831
"PRCP",8.3120892661259
"NDUFAB1",9.02495106730985
"RABGGTB /// SNORD45A /// SNORD45B /// SNORD45C",6.64438141299401
"SUB1",7.02918473165964
"DOCK4",2.94460743769389
"SACM1L",8.50331290938184
"SNX24",3.81971332415873
"PIK3CB",8.08312558195632
"C6orf120",5.86913953232412
"POLR3G",2.6768937280493
"B4GALT7",5.15596792314251
"HNRNPA3 /// HNRNPA3P1",9.30750586864186
"ACAT1",9.20826058894566
"CASC3 /// MIR6866",8.82612454982113
"RPL13A /// RPL13AP5 /// RPL13AP6 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A",11.3838846454051
"STX8",5.07266908430173
"GNG5",9.63240810272375
"TMEM106B",7.40979208355399
"DNAJC12",5.2656935218095
"KAZN",5.73008643073942
"CBFB",5.07801464068227
"ABCB9",3.44696684538642
"MLYCD",3.8178457352751
"GPR116",5.68869066973547
"CDKN2C",5.5383205359785
"ITPR3",4.29665204539
"DNAJA2",7.27748163450075
"COCH",6.90137749248135
"TRIM13",6.26679800455995
"TFAM",6.04734924744879
"TUBA1B",10.6176498281732
"ATRAID",9.07018607274789
"ARVCF",5.16525857287247
"TXNL1",9.66417272379361
"NDUFV2",8.90024355326386
"KCNA2",2.84188505908773
"DDX18",6.58551816534676
"SCMH1",5.90345111171844
"MTDH",7.03643541803329
"KLF4",4.1423833357937
"USH1C",5.87129238617378
"TEX11",3.52148142873976
"RUFY3",7.41024356173363
"RTEL1",3.95332608422947
"LTBR",5.46797945422075
"BID",5.02994937393407
"HEATR6",5.17382974245913
"CCNG1",9.60383609218551
"EIF4H",8.61125235543691
"LPO",3.11618985682991
"PTCD2",5.65260733072274
"CSRNP3",3.81264723809889
"ZBTB33",5.82612208643142
"PRKAR1A",9.23247900094762
"TEX40",3.73429176271418
"MALT1",5.33470950457965
"MFSD9",5.15112726958514
"FYN",6.78609232453067
"QRSL1",4.12765266547119
"PIP4K2C",8.55425512203961
"SCUBE3",5.73348357758765
"DLGAP1",2.79214305087868
"SCARB2",8.05300559863073
"PPIE",6.43690234069385
"RB1",4.62777286878207
"NDUFS6",9.11510402863701
"ANXA2 /// NHP2L1",9.04245044019907
"RHBDD3",4.98644018554448
"HSBP1",9.08030378872709
"NAB2",5.21928026652038
"VPS72",6.59949717894924
"NDUFC1",6.61187721241561
"KNOP1",4.55246964296599
"BMI1 /// COMMD3-BMI1",7.67823660191721
"SLC1A7",3.64214682506938
"ARID5B",4.76571814760742
"PICALM",9.27431968764221
"SMAD4",6.08044050039912
"FOXJ2",3.84560168943187
"CYTH3",3.8349226086929
"AMBN",3.09660662496731
"MRPL52",7.38484427354928
"KCTD15",5.23834558568668
"LIMD1",3.9368074149426
"NDST1",5.85325336445322
"GOLPH3L",8.36064681683484
"HBBP1",2.90441269877285
"COL16A1",4.82472175840897
"PCBP3",4.12563893857169
"PYROXD1",7.15938988492819
"AKT3",7.71974874908188
"USP13",6.04887006247246
"MRPL35",6.38127502761455
"GYG1",8.30863970291903
"NOX1",3.95729878283963
"SEMA4C",4.48249918199138
"NDUFB2",8.96094846407626
"DICER1",7.8608789147175
"SS18",6.58082079384679
"RNF19A",8.04807030554915
"NEK4",5.64278642692343
"SARDH",2.97009744712164
"POP4",5.50484145769606
"DOC2A",3.25902955956622
"FOXN2",4.43281783819894
"POLR2F",6.63390587543315
"ARMC2-AS1 /// ATP5J2",9.50564081644048
"PTOV1",6.89315424441438
"OLA1",8.52260831662415
"ZNF787",4.04985152623738
"ATOX1",8.87734773455003
"PSMD8",8.46294565363914
"TMPRSS3",3.44738565302855
"NXT1",6.28631520817621
"GPR132",4.09354057773828
"MECOM",5.47689847881925
"FAIM2",3.98366791912149
"GIPC2",7.00858803591262
"PSMD14",8.07009034168617
"MCTS1",7.05187333233843
"MIR6787 /// SLC16A3",4.95629874732863
"COPS4",7.45608473472055
"PPDPF",5.55943997416598
"CNOT7",8.82144316766598
"DLAT",7.14341615686115
"PBK",2.76039189709072
"DCP2",4.8019362895236
"SEC31A",8.45200924155614
"RABIF",6.41421486184538
"TSPAN6",7.55741181685182
"PSD4",4.25552757243896
"KCNJ5",3.37510371826536
"TCF3",4.69200000537331
"VAMP4",6.66296217854901
"OARD1",7.76617024499737
"DCAF8",7.40876639445351
"KIAA0226L",5.82281843686214
"FOXC1",7.82845901904233
"MLLT10",3.42978356002672
"MRPS15",6.82276183318276
"RAB22A",8.13681710119287
"FGFR1",4.31988397721446
"MGAT2",6.20503181738735
"MAP9",4.24001510438944
"BBC3 /// MIR3190 /// MIR3191",5.44881456341981
